Postcode;Straat;Huisnummer van ;Huisnummer tot en met;Woonplaats;Voorkeursblok Sint Jan;Blokouderling;;;;;;;
2807 AW;Marathonlaan;223;261;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AX;Marathonlaan;263;281;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AZ;Marathonlaan;283;297;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BA;Marathonlaan;2;10;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BB;Marathonlaan;12;26;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BC;Marathonlaan;28;42;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BD;Olympiadeplein;1;41;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BE;Olympiadeplein;43;83;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BG;Olympiadeplein;85;125;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BH;Olympiadeplein;2;144;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BH;Olympiadeplein;127;139;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BJ;Estafetteweg;1;41;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BK;Estafetteweg;43;81;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BL;Estafetteweg;83;121;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BM;Estafetteweg;123;165;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BN;Estafetteweg;2;36;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BP;Jaap Edenlaan;1;15;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BR;Jaap Edenlaan;2;18;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BS;Jaap Edenlaan;20;34;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BT;Jan Dommeringlaan;1;3;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BT;Jan Dommeringlaan;2;4;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BV;Jan den Boerplein;1;9;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BV;Jan den Boerplein;2;8;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BW;de Korverplantsoen;1;17;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BW;de Korverplantsoen;2;18;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BX;Pim Mulierlaan;1;1;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BX;Pim Mulierlaan;2;4;GOUDA                   ;A-8;onbekend;;;;;;;
2807 BZ;Karel Lotsystraat;2;30;GOUDA                   ;A-8;onbekend;;;;;;;
2807 CA;Voorwillenseweg;151;203;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 CB;Goejanverwelledijk;83;93;GOUDA                   ;A-8;onbekend;;;;;;;
2807 CC;Goejanverwelledijk;22;62;GOUDA                   ;A-8;onbekend;;;;;;;
2807 CD;Uiterwaardseweg;3;5;GOUDA                   ;A-7;onbekend;;;;;;;
2807 CD;Uiterwaardseweg;4;6;GOUDA                   ;A-7;onbekend;;;;;;;
2807 CG;van Dethpad;1;1;GOUDA                   ;A-7;onbekend;;;;;;;
2807 CW;Goverwellesingel;99;99;GOUDA                   ;A-7;onbekend;;;;;;;
2807 CX;Scharroosingel;2;54;GOUDA                   ;A-8;onbekend;;;;;;;
2807 CZ;Karel Lotsystraat;1;23;GOUDA                   ;A-8;onbekend;;;;;;;
2807 DA;Walmolenerf;54;62;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DA;Walmolenerf;115;167;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DB;Knipmolenweg;4;28;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DC;Knipmolenweg;1;57;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DC;Knipmolenweg;2;2;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DD;Walmolenerf;3;53;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DE;Walmolenerf;55;113;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DG;Walmolenerf;2;52;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DH;Baliemolenerf;1;23;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DH;Baliemolenerf;2;22;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DJ;Wipmolenerf;1;21;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DJ;Wipmolenerf;2;26;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DK;Torenmolenerf;1;25;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DK;Torenmolenerf;2;30;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DL;Middenmolenlaan;1;65;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DM;Middenmolenlaan;2;66;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DN;Oostmolenpad;1;35;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DP;Oostmolenpad;37;79;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DR;Snuifmolenerf;1;47;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DS;Pepermolenerf;1;21;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DS;Pepermolenerf;2;34;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DT;Runmolenerf;1;27;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DT;Runmolenerf;2;16;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DV;Pepermolenerf;23;63;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DW;Pepermolenerf;36;76;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DX;Goverwellesingel;96;100;GOUDA                   ;A-3;onbekend;;;;;;;
2807 DZ;Goverwellesingel;2;10;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EA;Middenmolenlaan;67;105;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EB;Middenmolenlaan;107;139;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EC;Middenmolenlaan;68;96;GOUDA                   ;A-3;onbekend;;;;;;;
2807 ED;Watermolenhoek;1;23;GOUDA                   ;A-3;onbekend;;;;;;;
2807 ED;Watermolenhoek;2;26;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EE;Windmolenerf;1;21;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EE;Windmolenerf;2;14;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EG;De Wissel;1;15;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EH;Molenomloop;1;41;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EH;Molenomloop;2;2;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EJ;Gortmolenerf;2;72;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EK;Gortmolenerf;1;41;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EL;Beukmolenplantsoen;1;9;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EL;Beukmolenplantsoen;2;30;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EM;Pelmolenerf;2;22;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EN;Poldermolendreef;2;60;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EP;Zaagmolenkade;1;17;GOUDA                   ;A-3;onbekend;;;;;;;
2807 ER;Zaagmolenkade;2;50;GOUDA                   ;A-3;onbekend;;;;;;;
2807 ES;Volmolenhof;1;61;GOUDA                   ;A-3;onbekend;;;;;;;
2807 ES;Volmolenhof;2;2;GOUDA                   ;A-3;onbekend;;;;;;;
2807 ET;Volmolenhof;63;107;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EV;Middenmolenlaan;141;193;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EW;Middenmolenlaan;195;243;GOUDA                   ;A-3;onbekend;;;;;;;
2807 EX;Pelmolenerf;1;61;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GA;Vijzelmolenerf;2;34;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GB;Vijzelmolenerf;1;21;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GC;Moleneind;2;30;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GD;Moleneind;1;33;GOUDA                   ;A-7;onbekend;;;;;;;
2807 GE;Getijmolenerf;2;12;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GG;Getijmolenerf;1;41;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GH;Getijmolenerf;14;26;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GJ;Getijmolenerf;43;97;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GK;Getijmolenerf;99;161;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GL;Getijmolenerf;28;70;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GM;Getijmolenerf;72;86;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GN;Getijmolenerf;163;177;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GV;Middenmolenplein;104;274;GOUDA                   ;A-4;onbekend;;;;;;;
2807 GW;Middenmolenplein;1;1;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GX;Poldermolenplein;1;57;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GX;Poldermolenplein;2;2;GOUDA                   ;A-3;onbekend;;;;;;;
2807 GZ;Middenmolenplein;4;102;GOUDA                   ;A-3;onbekend;;;;;;;
2807 HA;Poldermolendreef;19;51;GOUDA                   ;A-3;onbekend;;;;;;;
2807 HB;Poldermolendreef;53;127;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HC;Componistenlaan;1;99;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HD;Componistenlaan;2;98;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HE;Componistenlaan;100;176;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HG;Componistenlaan;101;157;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HH;Ravelplein;2;52;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HJ;Ravelplein;1;77;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HK;Rossinistraat;10;70;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HL;Rossinistraat;72;146;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HM;Scarlattistraat;2;42;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HN;Sweelinckstraat;1;45;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HP;Sweelinckstraat;2;28;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HR;Verdistraat;1;25;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HS;Verdistraat;2;26;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HT;Vivaldistraat;1;9;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HT;Vivaldistraat;2;10;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HV;Wagenaarstraat;2;16;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HW;Strausserf;1;17;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HW;Strausserf;2;20;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HX;Schubertplein;1;47;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HX;Schubertplein;2;22;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 HZ;Bachstraat;1;9;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 JA;Willenskade;1;11;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 JT;Ouverturelaan;2;12;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 JV;Ouverturelaan;1;43;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 JW;Ouverturelaan;45;111;GOUDA                   ;A-3;onbekend;;;;;;;
2807 JX;Symfonielaan;2;40;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 JZ;Symfonielaan;1;41;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 KB;Wilhelmina van Pruisenln;40;78;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KC;Wilhelmina van Pruisenln;80;116;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KD;Wilhelmina van Pruisenln;118;172;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KE;Wilhelmina van Pruisenln;1;39;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 KG;Wilhelmina van Pruisenln;41;79;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KH;Wilhelmina van Pruisenln;81;149;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KK;Achthovenpolderpad;2;16;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KL;Aderpolderweg;1;33;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KL;Aderpolderweg;2;28;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KP;Kaagpoldererf;1;15;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KP;Kaagpoldererf;2;4;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KR;Beinsdorppolderweg;2;42;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KS;Beinsdorppolderweg;1;31;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KT;Kerkpolderpad;2;12;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KV;Ambachtspolderpad;1;15;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KW;Beekpoldersingel;1;21;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KX;Dammaspolderpad;1;15;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KX;Dammaspolderpad;2;16;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KZ;Elsgeestpolderpad;1;11;GOUDA                   ;A-3;onbekend;;;;;;;
2807 KZ;Elsgeestpolderpad;2;16;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LA;Bentpoldererf;2;32;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LB;Binnenpolderweg;2;30;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LC;Binnenpolderweg;1;15;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LD;Claespolderstraat;2;16;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LE;Clementpolderstraat;1;13;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LE;Clementpolderstraat;2;12;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LG;Corssenpolderstraat;1;11;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LG;Corssenpolderstraat;2;14;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LH;Bloklandpolderstraat;1;19;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 LH;Bloklandpolderstraat;2;12;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 LJ;Boschpolderstraat;1;27;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 LJ;Boschpolderstraat;2;20;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 LK;Frederikspolderstraat;1;19;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LL;Gasthuispolderweg;2;40;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LM;Gasthuispolderweg;1;33;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 LN;Gnephoekpolderstraat;1;35;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LN;Gnephoekpolderstraat;2;22;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LP;Googerpolderstraat;1;23;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LP;Googerpolderstraat;2;12;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LR;Grietpoldersingel;2;16;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LS;Geerpolderweg;1;31;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LS;Geerpolderweg;2;34;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LT;Heenpolderplantsoen;2;24;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LV;Hofpoldersingel;12;26;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LW;Hofpoldersingel;1;63;GOUDA                   ;A-3;onbekend;;;;;;;
2807 LX;Reeuwijkpolderplantsoen;1;23;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MA;Lakerpolderplein;1;7;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MA;Lakerpolderplein;2;58;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MC;Wilhelmina van Pruisenln;224;272;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MD;Wilhelmina van Pruisenln;276;340;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MG;Wilhelmina van Pruisenln;237;307;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MH;Wilhelmina van Pruisenln;407;437;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MJ;Roompolderstraat;1;31;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MJ;Roompolderstraat;2;6;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MK;Steeckterpolderstraat;1;23;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MK;Steeckterpolderstraat;2;22;GOUDA                   ;A-3;onbekend;;;;;;;
2807 ML;Raaphorstpolderweg;2;46;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MN;Raaphorstpolderweg;1;37;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MP;Rietvinkpolderstraat;1;23;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MP;Rietvinkpolderstraat;8;12;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MR;Schilkerpolderstraat;1;25;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MR;Schilkerpolderstraat;2;26;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MS;Stadspolderstraat;2;32;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MT;Stadspolderstraat;1;33;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MV;Watergangpolderplein;1;47;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MV;Watergangpolderplein;2;36;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MX;Strookpolderstraat;2;24;GOUDA                   ;A-3;onbekend;;;;;;;
2807 MX;Strookpolderstraat;7;11;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NA;Marendijkpoldersingel;1;33;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NB;Tempelpolderstraat;1;19;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NB;Tempelpolderstraat;30;30;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NC;Nessepolderstraat;2;26;GOUDA                   ;A-3;onbekend;;;;;;;
2807 ND;Noordveenpolderstraat;1;23;GOUDA                   ;A-3;onbekend;;;;;;;
2807 ND;Noordveenpolderstraat;2;26;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NE;Oranjepoldererf;2;46;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NG;Oranjepoldererf;48;76;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NH;Vrijenhoefpolderweg;1;23;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NH;Vrijenhoefpolderweg;2;32;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NJ;Vlietpolderstraat;5;71;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NJ;Vlietpolderstraat;100;100;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NK;Vinkeveldpoldersingel;1;27;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NK;Vinkeveldpoldersingel;2;22;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NL;Vlietpolderstraat;4;32;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NM;Vlietpolderstraat;73;91;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NN;Vlietpolderstraat;101;155;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NP;Vlietpolderstraat;165;241;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NR;Vroonlandpolderstraat;2;14;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NR;Vroonlandpolderstraat;3;13;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NS;Zandpolderpad;2;12;GOUDA                   ;A-3;onbekend;;;;;;;
2807 NT;Zijdepolderpad;10;12;GOUDA                   ;A-3;onbekend;;;;;;;
2807 PA;Willensplein;1;143;GOUDA                   ;A-3;onbekend;;;;;;;
2807 PB;Operalaan;21;55;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PC;Motetplein;1;11;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PD;Sonatepad;1;25;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PD;Sonatepad;2;26;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PE;Rondohof;1;35;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PE;Rondohof;2;40;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PG;Operalaan;20;22;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PH;Fugalaan;2;20;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PJ;Fugalaan;7;7;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PL;Madrigaalhof;1;9;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PL;Madrigaalhof;2;8;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PP;Chopinstraat;1;51;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PR;Chopinstraat;53;131;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PS;Chopinstraat;2;20;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PV;Beethovenhof;1;25;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PW;Ravelstraat;2;36;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PX;Ravelstraat;1;39;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 PZ;Beethovenhof;2;38;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 RA;Allendestraat;2;16;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RA;Allendestraat;7;15;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RB;de Clerstraat;1;11;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RB;de Clerstraat;2;12;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RC;Hillesumstraat;2;12;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RD;Gandhiweg;63;129;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RE;Gandhiweg;1;27;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RG;Gandhiweg;64;124;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RH;Gandhiweg;2;62;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RJ;Mondlanestraat;2;26;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RJ;Mondlanestraat;11;59;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RK;Romerostraat;2;28;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RK;Romerostraat;5;15;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RL;Sacharovstraat;1;21;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RM;Schaftstraat;2;14;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RM;Schaftstraat;7;21;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RN;ten Boomstraat;1;17;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RP;Terwindtplein;1;7;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RP;Terwindtplein;2;14;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RR;Kingstraat;1;11;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RS;van Dethstraat;1;13;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RS;van Dethstraat;2;32;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RT;Sjahrirsingel;1;9;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RV;Gorbatsjovstraat;1;7;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RV;Gorbatsjovstraat;2;32;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RZ;Wijsmullerstraat;1;7;GOUDA                   ;A-3;onbekend;;;;;;;
2807 RZ;Wijsmullerstraat;2;44;GOUDA                   ;A-3;onbekend;;;;;;;
2807 SB;Diepenbrockhof;1;31;GOUDA                   ;A-3;onbekend;;;;;;;
2807 SG;Gershwinstraat;1;11;GOUDA                   ;A-3;onbekend;;;;;;;
2807 SG;Gershwinstraat;2;24;GOUDA                   ;A-3;onbekend;;;;;;;
2807 SH;Paganinistraat;1;7;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 SK;Puccinistraat;2;12;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 SL;Bachstraat;2;12;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 SM;Brahmsstraat;1;35;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 SN;Brahmsstraat;6;24;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 SP;Mozartstraat;2;8;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 SR;Paganinistraat;2;22;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2807 ZZ;Baden Powellplantsoen;4;6;GOUDA                   ;A-8;onbekend;;;;;;;
2808 NA;Gouderaksedijk;1;17;GOUDA                   ;A-9;onbekend;;;;;;;
2808 NB;Gouderaksedijk;19;43;GOUDA                   ;A-9;onbekend;;;;;;;
2808 NC;Gouderaksedijk;49;81;GOUDA                   ;A-9;onbekend;;;;;;;
2808 ND;Gouderaksedijk;83;137;GOUDA                   ;A-9;onbekend;;;;;;;
2808 NG;Gouderaksedijk;10;72;GOUDA                   ;A-9;onbekend;;;;;;;
2808 NJ;Goudseweg;2;32;GOUDA                   ;A-9;onbekend;;;;;;;
2808 NK;Goudseweg;34;78;GOUDA                   ;A-9;onbekend;;;;;;;
2808 NL;Goudseweg;11;39;GOUDA                   ;A-9;onbekend;;;;;;;
2808 NM;Goudseweg;43;77;GOUDA                   ;A-9;onbekend;;;;;;;
2808 NN;Gouderakse Tiendweg;20;30;GOUDA                   ;A-9;onbekend;;;;;;;
2808 NP;Oudebrugweg;1;13;GOUDA                   ;A-9;onbekend;;;;;;;
2808 NP;Oudebrugweg;2;22;GOUDA                   ;A-9;onbekend;;;;;;;
2808 NR;Schoonhovenseweg;1;1;GOUDA                   ;A-9;onbekend;;;;;;;
